DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Sample/Labslip ID,Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",91,%,,,5/22/2018 13:00,5/22/2018 13:00,1 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",1.4,%,,,5/22/2018 13:00,5/22/2018 13:00,23 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",1.6,%,,,5/22/2018 13:00,5/22/2018 13:00,22 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",1.9,%,,,5/22/2018 13:00,5/22/2018 13:00,21 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",2.1,%,,,5/22/2018 13:00,5/22/2018 13:00,20 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",2.6,%,,,5/22/2018 13:00,5/22/2018 13:00,19 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",3.7,%,,,5/22/2018 13:00,5/22/2018 13:00,18 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",1.4,%,,,5/22/2018 13:00,5/22/2018 13:00,17 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",1.8,%,,,5/22/2018 13:00,5/22/2018 13:00,16 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",4.4,%,,,5/22/2018 13:00,5/22/2018 13:00,15 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",20.6,%,,,5/22/2018 13:00,5/22/2018 13:00,14 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",35.8,%,,,5/22/2018 13:00,5/22/2018 13:00,13 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",60.7,%,,,5/22/2018 13:00,5/22/2018 13:00,12 Meters,,,,,,,,,,,703056,,,,,,Integrated Sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",1.8,%,,,9/13/2017 16:30,9/13/2017 16:30,22 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",2.1,%,,,9/13/2017 16:30,9/13/2017 16:30,21 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",2.2,%,,,9/13/2017 16:30,9/13/2017 16:30,20 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",2.4,%,,,9/13/2017 16:30,9/13/2017 16:30,19 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",2.7,%,,,9/13/2017 16:30,9/13/2017 16:30,18 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",3,%,,,9/13/2017 16:30,9/13/2017 16:30,17 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",3.2,%,,,9/13/2017 16:30,9/13/2017 16:30,16 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",3.5,%,,,9/13/2017 16:30,9/13/2017 16:30,15 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",4.6,%,,,9/13/2017 16:30,9/13/2017 16:30,14 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",6.2,%,,,9/13/2017 16:30,9/13/2017 16:30,13 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",6.6,%,,,9/13/2017 16:30,9/13/2017 16:30,12 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",11.3,%,,,9/13/2017 16:30,9/13/2017 16:30,11 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",30,%,,,9/13/2017 16:30,9/13/2017 16:30,10 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",46.4,%,,,9/13/2017 16:30,9/13/2017 16:30,9 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",73.6,%,,,9/13/2017 16:30,9/13/2017 16:30,8 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",84.4,%,,,9/13/2017 16:30,9/13/2017 16:30,7 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",85.5,%,,,9/13/2017 16:30,9/13/2017 16:30,6 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",87.7,%,,,9/13/2017 16:30,9/13/2017 16:30,5 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",87.7,%,,,9/13/2017 16:30,9/13/2017 16:30,4 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",85.1,%,,,9/13/2017 16:30,9/13/2017 16:30,3 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",86.2,%,,,9/13/2017 16:30,9/13/2017 16:30,2 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",86.4,%,,,9/13/2017 16:30,9/13/2017 16:30,1 Meters,,,,,,,,,,,703056,,,,,,,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",0,%,,,8/22/2017 13:15,8/22/2017 13:15,19 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",0,%,,,8/22/2017 13:15,8/22/2017 13:15,18 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",0.1,%,,,8/22/2017 13:15,8/22/2017 13:15,17 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",0.1,%,,,8/22/2017 13:15,8/22/2017 13:15,16 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",0.1,%,,,8/22/2017 13:15,8/22/2017 13:15,15 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",0.2,%,,,8/22/2017 13:15,8/22/2017 13:15,14 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",0.4,%,,,8/22/2017 13:15,8/22/2017 13:15,13 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",1.5,%,,,8/22/2017 13:15,8/22/2017 13:15,12 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",6.9,%,,,8/22/2017 13:15,8/22/2017 13:15,11 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",16.7,%,,,8/22/2017 13:15,8/22/2017 13:15,10 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",42.7,%,,,8/22/2017 13:15,8/22/2017 13:15,9 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",77,%,,,8/22/2017 13:15,8/22/2017 13:15,8 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",81,%,,,8/22/2017 13:15,8/22/2017 13:15,7 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",87.6,%,,,8/22/2017 13:15,8/22/2017 13:15,6 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",86,%,,,8/22/2017 13:15,8/22/2017 13:15,5 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",84,%,,,8/22/2017 13:15,8/22/2017 13:15,4 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",88.5,%,,,8/22/2017 13:15,8/22/2017 13:15,3 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",88.4,%,,,8/22/2017 13:15,8/22/2017 13:15,2 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",87.2,%,,,8/22/2017 13:15,8/22/2017 13:15,1 Meters,,,,,,,,,,,703056,,,,,,Integrated sampler,,44.21533,-89.12831,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,Pine and Willow Rivers,Waushara,Wolf River,WT068
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",2.7,%,,,7/18/2017 14:15,7/18/2017 14:15,23 Meters,,,,,,,,,,,703056,,,,,,,,0,0,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,,NA,,
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",3.1,%,,,7/18/2017 14:15,7/18/2017 14:15,22 Meters,,,,,,,,,,,703056,,,,,,,,0,0,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,,NA,,
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",3.6,%,,,7/18/2017 14:15,7/18/2017 14:15,21 Meters,,,,,,,,,,,703056,,,,,,,,0,0,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,,NA,,
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",4,%,,,7/18/2017 14:15,7/18/2017 14:15,20 Meters,,,,,,,,,,,703056,,,,,,,,0,0,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,,NA,,
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",4.5,%,,,7/18/2017 14:15,7/18/2017 14:15,19 Meters,,,,,,,,,,,703056,,,,,,,,0,0,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,,NA,,
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",5.5,%,,,7/18/2017 14:15,7/18/2017 14:15,18 Meters,,,,,,,,,,,703056,,,,,,,,0,0,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,,NA,,
301,DNR_STORET,"OXYGEN, DISSOLVED, PERCENT OF SATURATION %",6.9,%,,,7/18/2017 14:15,7/18/2017 14:15,17 Meters,,,,,,,,,,,703056,,,,,,,,0,0,44.21533,-89.12831,,,703056,Long Lake - West Basin,191100,Long Lake,LAKE-DEEPEST SPOT,,NA,,
