DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
90069,SWIMS,Boat was leaving landing,3,,,,5/29/2017,5/29/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,3,,,,6/3/2017,6/3/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,2,,,,6/10/2017,6/10/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,8,,,,6/11/2017,6/11/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,6,,,,6/17/2017,6/17/2017 8:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,6,,,,6/18/2017,6/18/2017 8:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,10,,,,6/24/2017,6/24/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,7,,,,7/1/2017,7/1/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,8,,,,7/2/2017,7/2/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,4,,,,7/3/2017,7/3/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,12,,,,7/4/2017,7/4/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,10,,,,7/8/2017,7/8/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,7,,,,7/9/2017,7/9/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,5,,,,7/15/2017,7/15/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,4,,,,7/16/2017,7/16/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,2,,,,7/22/2017,7/22/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,4,,,,7/23/2017,7/23/2017 12:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,4,,,,8/6/2017,8/6/2017 7:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90069,SWIMS,Boat was leaving landing,6,,,,8/5/2017,8/5/2017 8:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,WATERCRAFT,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,3,WATERCRAFT,,,8/14/2012,8/14/2012 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,,,,7/22/2016,7/22/2016 17:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,1,,,,5/13/2017,5/13/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,1,,,,5/6/2017,5/6/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,4,,,,5/20/2017,5/20/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,3,,,,5/29/2017,5/29/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,,,,6/3/2017,6/3/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,3,,,,6/10/2017,6/10/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,,,,6/11/2017,6/11/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,5,,,,6/17/2017,6/17/2017 8:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,,,,6/18/2017,6/18/2017 8:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,,,,6/24/2017,6/24/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,3,,,,7/1/2017,7/1/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,,,,7/2/2017,7/2/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,5,,,,7/3/2017,7/3/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,5,,,,7/8/2017,7/8/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,5,,,,7/9/2017,7/9/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,3,,,,7/15/2017,7/15/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,3,,,,7/16/2017,7/16/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,,,,7/22/2017,7/22/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,,,,7/23/2017,7/23/2017 12:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,,,,8/6/2017,8/6/2017 7:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,2,,,,8/5/2017,8/5/2017 8:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90049,SWIMS,Was boat used during past 5 days on diff wbody? - Yes,1,,,,6/25/2017,6/25/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,2,WATERCRAFT,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,4,WATERCRAFT,,,8/14/2012,8/14/2012 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,7,,,,7/22/2016,7/22/2016 17:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,20,,,,5/13/2017,5/13/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,8,,,,5/6/2017,5/6/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,4,,,,5/20/2017,5/20/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,29,,,,5/27/2017,5/27/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,1,,,,5/28/2017,5/28/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,22,,,,5/29/2017,5/29/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,12,,,,6/3/2017,6/3/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,21,,,,6/11/2017,6/11/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,20,,,,6/17/2017,6/17/2017 8:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,19,,,,6/18/2017,6/18/2017 8:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,20,,,,6/24/2017,6/24/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,29,,,,7/1/2017,7/1/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,26,,,,7/2/2017,7/2/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,29,,,,7/3/2017,7/3/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,27,,,,7/8/2017,7/8/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,20,,,,7/9/2017,7/9/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,31,,,,7/15/2017,7/15/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,11,,,,7/16/2017,7/16/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,12,,,,7/22/2017,7/22/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,21,,,,7/23/2017,7/23/2017 12:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,7,,,,8/6/2017,8/6/2017 7:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,18,,,,8/5/2017,8/5/2017 8:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,5,,,,5/28/2017,5/28/2017 10:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,4,,,,6/4/2017,6/4/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90050,SWIMS,Was boat used during past 5 days on diff wbody? - No,4,,,,6/25/2017,6/25/2017 8:30,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90051,SWIMS,After last use did you inspect and remove plants - Yes,4,WATERCRAFT OPERATORS,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90053,SWIMS,After last use did you drain water? - Yes,3,WATERCRAFT OPERATORS,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90054,SWIMS,After last use did you drain water? - No,1,WATERCRAFT OPERATORS,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90055,SWIMS,After last use did you dispose of bait? - Yes,1,WATERCRAFT OPERATORS,,,8/14/2012,8/14/2012 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90056,SWIMS,After last use did you dispose of bait? - No,3,WATERCRAFT OPERATORS,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90057,SWIMS,After last use did you dispose of bait? - N/A,1,WATERCRAFT OPERATORS,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90057,SWIMS,After last use did you dispose of bait? - N/A,6,WATERCRAFT OPERATORS,,,8/14/2012,8/14/2012 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90059,SWIMS,After last use did you ice your catch? - No,3,WATERCRAFT OPERATORS,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90060,SWIMS,After last use did you ice your catch? - N/A,1,WATERCRAFT OPERATORS,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90061,SWIMS,After last use did you wash equipment or dry 5 days? - Yes,2,WATERCRAFT OPERATORS,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90062,SWIMS,After last use did you wash equipment or dry 5 days? - No,2,WATERCRAFT OPERATORS,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90068,SWIMS,Boat was entering landing,4,WATERCRAFT,,,6/13/2009,6/13/2009 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90068,SWIMS,Boat was entering landing,4,WATERCRAFT,,,8/14/2012,8/14/2012 0:00,,,,,,,,,,,10017474,,,,,,,,43.0268,-88.5342,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,Bark River,Waukesha,Lower Rock,
90068,SWIMS,Boat was entering landing,4,,,,7/22/2016,7/22/2016 17:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
90068,SWIMS,Boat was entering landing,21,,,,5/13/2017,5/13/2017 6:00,,,,,,,,,,,10017474,,,,,,,,0,0,43.0268,-88.5342,,,10017474,Golden Lake -- Access,775900,Golden Lake,LAKE-BOAT LANDING,,NA,,
